call_id,account_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,reported_timezone,timezone_unreliable_flag
CALL0031475,ACC0005819,2026-02-14 19:07:23,AGT0000855,CMP0000067,OUTBOUND,VND0000014,BUSY,890,Asia/Dubai,true
CALL0031476,ACC0011912,2026-06-21 13:06:06,AGT0000822,CMP0000016,OUTBOUND,VND0000009,FAILED,402,UTC,true
CALL0031477,ACC0027195,2026-02-03 05:00:57,AGT0000079,CMP0000070,OUTBOUND,VND0000003,FAILED,541,Asia/Dubai,true
CALL0031478,ACC0018128,2026-02-18 07:04:13,AGT0000075,CMP0000014,OUTBOUND,VND0000015,FAILED,23,UTC,true
CALL0031479,ACC0006496,2026-05-21 22:31:43,AGT0000715,CMP0000005,OUTBOUND,VND0000005,ANSWERED,770,Asia/Dubai,true
CALL0031480,ACC0012598,2026-04-06 22:37:05,AGT0000458,CMP0000076,OUTBOUND,VND0000004,BUSY,455,UTC,true
CALL0031481,ACC0006895,2026-08-02 07:38:08,AGT0000672,CMP0000035,OUTBOUND,VND0000006,ANSWERED,789,Asia/Kolkata,true
CALL0031482,ACC0019859,2026-06-20 13:47:32,AGT0000735,CMP0000090,OUTBOUND,VND0000004,ANSWERED,171,Asia/Kolkata,true
CALL0031483,ACC0002815,2026-02-22 20:59:31,AGT0000746,CMP0000080,OUTBOUND,VND0000008,VOICEMAIL,854,Asia/Dubai,true
CALL0031484,ACC0010154,2026-01-21 06:28:47,AGT0000426,CMP0000070,OUTBOUND,VND0000001,ANSWERED,142,UTC,true
CALL0031485,ACC0006748,2026-05-18 14:12:01,AGT0000032,CMP0000015,OUTBOUND,VND0000006,VOICEMAIL,789,Asia/Kolkata,true
CALL0031486,ACC0019700,2026-01-24 09:46:08,AGT0000893,CMP0000006,OUTBOUND,VND0000011,ANSWERED,205,Asia/Kolkata,true
CALL0031487,ACC0017607,2026-02-19 08:41:56,AGT0000535,CMP0000081,OUTBOUND,VND0000006,BUSY,560,UTC,true
CALL0031488,ACC0018922,2026-06-29 11:28:01,AGT0000854,CMP0000070,OUTBOUND,VND0000010,VOICEMAIL,169,Asia/Dubai,true
CALL0031489,ACC0017352,2026-05-22 06:50:19,AGT0000685,CMP0000071,OUTBOUND,VND0000010,BUSY,759,Asia/Dubai,true
CALL0031490,ACC0023603,2026-01-06 10:14:31,AGT0000553,CMP0000045,OUTBOUND,VND0000014,NO_ANSWER,756,Asia/Kolkata,true
CALL0031491,ACC0014240,2026-04-18 00:19:49,AGT0000554,CMP0000114,OUTBOUND,VND0000008,ANSWERED,542,Asia/Dubai,true
CALL0031492,ACC0028757,2026-01-01 11:11:13,AGT0000939,CMP0000056,OUTBOUND,VND0000011,FAILED,66,Asia/Dubai,true
CALL0031493,ACC0026444,2026-05-26 03:37:07,AGT0000206,CMP0000092,OUTBOUND,VND0000008,FAILED,337,Asia/Dubai,true
CALL0031494,ACC0015853,2026-02-27 03:47:04,AGT0000375,CMP0000037,OUTBOUND,VND0000001,NO_ANSWER,858,Asia/Dubai,true
CALL0031495,ACC0014862,2026-03-07 23:45:49,AGT0000890,CMP0000071,OUTBOUND,VND0000012,VOICEMAIL,710,Asia/Kolkata,true
CALL0031496,ACC0006644,2026-02-19 02:50:05,AGT0000250,CMP0000076,OUTBOUND,VND0000011,FAILED,245,UTC,true
CALL0031497,ACC0001615,2026-07-18 06:12:33,AGT0000240,CMP0000011,OUTBOUND,VND0000001,FAILED,532,Asia/Dubai,true
CALL0031498,ACC0022837,2026-02-25 16:13:42,AGT0000807,CMP0000041,INBOUND,VND0000005,BUSY,522,Asia/Dubai,true
CALL0031499,ACC0016338,2026-04-02 11:17:51,AGT0000096,CMP0000100,OUTBOUND,VND0000014,BUSY,211,Asia/Dubai,true
CALL0031500,ACC0017271,2026-03-28 11:41:33,AGT0000788,CMP0000050,OUTBOUND,VND0000001,ANSWERED,86,Asia/Dubai,true
CALL0031501,ACC0008328,2026-07-24 19:07:37,AGT0000305,CMP0000108,OUTBOUND,VND0000008,FAILED,44,Asia/Dubai,true
CALL0031502,ACC0005602,2026-02-16 20:49:48,AGT0000571,CMP0000068,OUTBOUND,VND0000015,FAILED,262,UTC,true
CALL0031503,ACC0010596,2026-02-10 19:52:01,AGT0000585,CMP0000097,OUTBOUND,VND0000013,VOICEMAIL,442,Asia/Kolkata,true
CALL0031504,ACC0028652,2026-07-19 12:37:10,AGT0000467,CMP0000009,OUTBOUND,VND0000005,ANSWERED,684,UTC,true
CALL0031505,ACC0022856,2026-06-03 19:20:57,AGT0000416,CMP0000032,OUTBOUND,VND0000012,VOICEMAIL,850,UTC,true
CALL0031506,ACC0017670,2026-06-08 21:41:05,AGT0000763,CMP0000015,OUTBOUND,VND0000010,VOICEMAIL,359,Asia/Dubai,true
CALL0031507,ACC0012141,2026-05-28 15:47:14,AGT0000932,CMP0000002,OUTBOUND,VND0000002,VOICEMAIL,153,Asia/Dubai,true
CALL0031508,ACC0009901,2026-08-07 08:43:30,AGT0000503,CMP0000072,OUTBOUND,VND0000002,BUSY,818,Asia/Kolkata,true
CALL0031509,ACC0028963,2026-02-23 04:40:46,AGT0000368,CMP0000095,OUTBOUND,VND0000009,VOICEMAIL,818,UTC,true
CALL0031510,ACC0011358,2026-02-20 14:40:43,AGT0000561,CMP0000022,OUTBOUND,VND0000007,ANSWERED,738,UTC,true
CALL0031511,ACC0006954,2026-03-25 01:51:40,AGT0000430,CMP0000098,INBOUND,VND0000015,BUSY,800,Asia/Kolkata,true
CALL0031512,ACC0010496,2026-08-05 16:49:19,AGT0000884,CMP0000052,OUTBOUND,VND0000008,BUSY,575,Asia/Kolkata,true
CALL0031513,ACC0008368,2026-03-11 18:35:05,AGT0000311,CMP0000094,OUTBOUND,VND0000006,VOICEMAIL,290,UTC,true
CALL0031514,ACC0001553,2026-05-27 01:27:45,AGT0000542,CMP0000021,OUTBOUND,VND0000015,FAILED,848,Asia/Kolkata,true
CALL0031515,ACC0010108,2026-05-14 23:11:13,AGT0000226,CMP0000031,OUTBOUND,VND0000013,FAILED,110,Asia/Dubai,true
CALL0031516,ACC0013449,2026-07-02 16:34:24,AGT0000937,CMP0000011,OUTBOUND,VND0000009,ANSWERED,239,Asia/Kolkata,true
CALL0031517,ACC0029013,2026-01-09 00:51:48,AGT0000156,CMP0000012,OUTBOUND,VND0000001,NO_ANSWER,198,UTC,true
CALL0031518,ACC0023745,2026-06-25 12:58:15,AGT0000759,CMP0000049,OUTBOUND,VND0000003,ANSWERED,212,UTC,true
CALL0031519,ACC0022191,2026-03-06 01:22:39,,CMP0000098,OUTBOUND,VND0000015,NO_ANSWER,189,UTC,true
CALL0031520,ACC0000131,2026-02-08 23:26:07,AGT0000568,CMP0000042,OUTBOUND,VND0000010,VOICEMAIL,549,Asia/Dubai,true
CALL0031521,ACC0014271,2026-02-27 02:16:17,AGT0000373,CMP0000106,OUTBOUND,VND0000003,ANSWERED,51,UTC,true
CALL0031522,ACC0015141,2026-06-28 11:05:47,AGT0000253,CMP0000084,OUTBOUND,VND0000006,VOICEMAIL,564,UTC,true
CALL0031523,ACC0012010,2026-07-01 07:36:24,AGT0000543,CMP0000094,OUTBOUND,VND0000003,BUSY,258,UTC,true
CALL0031524,ACC0027464,2026-04-17 01:14:21,AGT0000734,CMP0000114,OUTBOUND,VND0000007,FAILED,522,UTC,true
CALL0031525,ACC0016954,2026-06-28 09:49:50,AGT0000513,CMP0000050,OUTBOUND,VND0000013,FAILED,736,Asia/Dubai,true
CALL0031526,ACC0027675,2026-02-13 05:09:50,AGT0000345,CMP0000035,OUTBOUND,VND0000002,NO_ANSWER,811,Asia/Kolkata,true
CALL0031527,ACC0014728,2026-02-12 23:06:03,AGT0000790,CMP0000111,OUTBOUND,VND0000005,FAILED,494,Asia/Kolkata,true
CALL0031528,ACC0015936,2026-03-11 18:24:04,AGT0000396,CMP0000011,OUTBOUND,VND0000005,ANSWERED,246,UTC,true
CALL0031529,ACC0016494,2026-02-10 23:41:31,AGT0000103,CMP0000047,INBOUND,VND0000014,NO_ANSWER,567,Asia/Kolkata,true
CALL0031530,ACC0020273,2026-06-10 08:35:26,AGT0000170,CMP0000053,OUTBOUND,VND0000003,BUSY,295,UTC,true
CALL0031531,ACC0000329,2026-02-03 02:10:17,AGT0000206,CMP0000019,OUTBOUND,VND0000002,ANSWERED,299,Asia/Kolkata,true
CALL0031532,ACC0012409,2026-06-19 17:06:45,AGT0000686,CMP0000114,OUTBOUND,VND0000012,VOICEMAIL,275,Asia/Dubai,true
CALL0031533,ACC0011389,2026-02-03 21:18:09,AGT0000327,CMP0000114,OUTBOUND,VND0000014,BUSY,220,Asia/Kolkata,true
CALL0031534,ACC0021879,2026-03-27 11:47:41,AGT0000866,CMP0000086,OUTBOUND,VND0000008,ANSWERED,436,UTC,true
CALL0031535,ACC0018330,2026-08-03 11:38:27,AGT0000201,CMP0000061,OUTBOUND,VND0000010,NO_ANSWER,330,Asia/Kolkata,true
CALL0031536,ACC0018541,2026-03-20 21:42:23,AGT0000308,CMP0000044,INBOUND,VND0000004,BUSY,163,Asia/Dubai,true
CALL0031537,ACC0009264,2026-07-04 16:55:04,AGT0000757,CMP0000103,OUTBOUND,VND0000002,VOICEMAIL,894,Asia/Dubai,true
CALL0031538,ACC0015296,2026-06-17 11:54:38,AGT0000009,CMP0000080,OUTBOUND,VND0000001,BUSY,478,UTC,true
CALL0031539,ACC0026285,2026-01-08 09:15:59,AGT0000045,CMP0000046,OUTBOUND,VND0000015,VOICEMAIL,168,Asia/Kolkata,true
CALL0031540,ACC0008209,2026-06-11 05:16:05,AGT0000989,CMP0000099,OUTBOUND,VND0000001,FAILED,751,Asia/Kolkata,true
CALL0031541,ACC0004222,2026-06-03 17:00:09,AGT0000415,CMP0000119,OUTBOUND,VND0000002,ANSWERED,840,Asia/Dubai,true
CALL0031542,ACC0002574,2026-02-11 03:16:44,,CMP0000115,OUTBOUND,VND0000009,VOICEMAIL,167,UTC,true
CALL0031543,ACC0014137,2026-02-10 18:29:57,AGT0000142,CMP0000053,OUTBOUND,VND0000001,ANSWERED,268,Asia/Kolkata,true
CALL0031544,ACC0016193,2026-07-18 12:01:05,AGT0000193,CMP0000050,OUTBOUND,VND0000005,BUSY,549,UTC,true
CALL0031545,ACC0009646,2026-06-05 15:26:38,AGT0000454,CMP0000007,INBOUND,VND0000001,VOICEMAIL,503,Asia/Kolkata,true
CALL0031546,ACC0011111,2026-06-15 15:51:09,AGT0000911,CMP0000085,OUTBOUND,VND0000012,VOICEMAIL,53,Asia/Kolkata,true
CALL0031547,ACC0012213,2026-05-09 05:43:12,AGT0000434,CMP0000090,OUTBOUND,VND0000010,VOICEMAIL,14,UTC,true
CALL0031548,ACC0015974,2026-07-23 18:53:08,AGT0000128,CMP0000100,OUTBOUND,VND0000010,VOICEMAIL,266,Asia/Dubai,true
CALL0031549,ACC0019638,2026-01-18 01:25:38,AGT0000387,CMP0000081,OUTBOUND,VND0000005,ANSWERED,12,Asia/Kolkata,true
CALL0031550,ACC0029351,2026-04-16 17:17:54,AGT0000597,CMP0000046,OUTBOUND,VND0000011,FAILED,736,Asia/Kolkata,true
CALL0031551,ACC0005449,2026-04-15 16:56:58,,CMP0000041,OUTBOUND,VND0000001,BUSY,882,UTC,true
CALL0031552,ACC0003305,2026-01-05 19:33:44,AGT0000733,CMP0000048,OUTBOUND,VND0000002,BUSY,136,UTC,true
CALL0031553,ACC0007199,2026-05-03 07:52:29,AGT0000488,CMP0000106,OUTBOUND,VND0000015,ANSWERED,455,Asia/Dubai,true
CALL0031554,ACC0003063,2026-06-14 16:12:02,AGT0000552,CMP0000056,OUTBOUND,VND0000003,ANSWERED,840,UTC,true
CALL0031555,ACC0020512,2026-07-22 20:15:22,AGT0000587,CMP0000065,OUTBOUND,VND0000001,FAILED,398,Asia/Dubai,true
CALL0031556,ACC0012047,2026-01-02 17:15:25,AGT0000982,CMP0000059,OUTBOUND,VND0000008,BUSY,352,Asia/Kolkata,true
CALL0031557,ACC0007668,2026-06-29 16:17:12,AGT0000080,CMP0000071,OUTBOUND,VND0000010,FAILED,883,Asia/Kolkata,true
CALL0031558,ACC0012452,2026-03-10 00:49:26,AGT0000440,CMP0000056,OUTBOUND,VND0000002,BUSY,620,Asia/Dubai,true
CALL0031559,ACC0024708,2026-04-26 04:16:48,AGT0000624,CMP0000062,OUTBOUND,VND0000001,NO_ANSWER,317,Asia/Dubai,true
CALL0031560,ACC0001753,2026-07-04 21:34:33,AGT0000982,CMP0000086,OUTBOUND,VND0000006,ANSWERED,404,Asia/Dubai,true
CALL0031561,ACC0002743,2026-03-13 20:26:38,AGT0000400,CMP0000050,OUTBOUND,VND0000015,ANSWERED,523,Asia/Dubai,true
CALL0031562,ACC0005937,2026-06-26 13:17:14,AGT0000049,CMP0000101,OUTBOUND,VND0000011,BUSY,890,UTC,true
CALL0031563,ACC0006094,2026-03-29 11:18:41,AGT0000946,CMP0000054,OUTBOUND,VND0000012,FAILED,14,Asia/Dubai,true
CALL0031564,ACC0003650,2026-02-06 01:38:31,AGT0000871,CMP0000079,OUTBOUND,VND0000004,FAILED,776,Asia/Kolkata,true
CALL0031565,ACC0022865,2026-06-18 03:07:51,AGT0000308,CMP0000113,OUTBOUND,VND0000002,VOICEMAIL,466,Asia/Dubai,true
CALL0031566,ACC0007315,2026-04-30 04:06:42,AGT0000348,CMP0000047,OUTBOUND,VND0000005,VOICEMAIL,345,Asia/Dubai,true
CALL0031567,ACC0000260,2026-03-10 14:13:36,AGT0000080,CMP0000043,INBOUND,VND0000004,VOICEMAIL,338,Asia/Kolkata,true
CALL0031568,ACC0025245,2026-02-03 23:32:47,AGT0000583,CMP0000079,OUTBOUND,VND0000014,BUSY,182,UTC,true
CALL0031569,ACC0011878,2026-06-13 07:18:16,AGT0000653,CMP0000021,OUTBOUND,VND0000014,NO_ANSWER,846,Asia/Kolkata,true
CALL0031570,ACC0014073,2026-07-14 09:11:30,AGT0000845,CMP0000041,OUTBOUND,VND0000006,FAILED,737,Asia/Dubai,true
CALL0031571,ACC0001778,2026-06-10 17:55:05,AGT0000945,CMP0000076,OUTBOUND,VND0000006,BUSY,394,UTC,true
CALL0031572,ACC0021658,2026-02-05 13:28:21,AGT0000884,CMP0000055,OUTBOUND,VND0000006,VOICEMAIL,435,Asia/Dubai,true
CALL0031573,ACC0010156,2026-06-07 00:08:24,AGT0000744,CMP0000068,OUTBOUND,VND0000010,FAILED,173,UTC,true
CALL0031574,ACC0009481,2026-05-13 18:37:28,AGT0000428,CMP0000028,OUTBOUND,VND0000013,BUSY,370,Asia/Kolkata,true
CALL0031575,ACC0014081,2026-08-05 13:17:04,AGT0000579,CMP0000106,OUTBOUND,VND0000002,FAILED,854,UTC,true
CALL0031576,ACC0027114,2026-07-10 03:14:36,AGT0000381,CMP0000087,OUTBOUND,VND0000015,VOICEMAIL,766,UTC,true
CALL0031577,ACC0014624,2026-04-12 03:35:35,AGT0000525,CMP0000014,OUTBOUND,VND0000012,VOICEMAIL,1,Asia/Kolkata,true
CALL0031578,ACC0022355,2026-07-31 20:52:15,AGT0000506,CMP0000054,OUTBOUND,VND0000003,ANSWERED,361,Asia/Dubai,true
CALL0031579,ACC0001143,2026-05-22 17:50:42,AGT0000246,CMP0000040,OUTBOUND,VND0000003,ANSWERED,877,UTC,true
CALL0031580,ACC0018318,2026-04-06 00:04:25,AGT0000105,CMP0000037,OUTBOUND,VND0000010,ANSWERED,608,Asia/Dubai,true
CALL0031581,ACC0014867,2026-02-19 09:49:09,AGT0000609,CMP0000046,OUTBOUND,VND0000002,FAILED,490,Asia/Kolkata,true
CALL0031582,ACC0015288,2026-01-15 11:38:42,AGT0000274,CMP0000067,OUTBOUND,VND0000013,NO_ANSWER,848,UTC,true
CALL0031583,ACC0026116,2026-07-22 20:50:56,AGT0000748,CMP0000028,OUTBOUND,VND0000002,ANSWERED,152,Asia/Kolkata,true
CALL0031584,ACC0020777,2026-03-22 11:43:49,AGT0000670,CMP0000105,OUTBOUND,VND0000005,VOICEMAIL,28,Asia/Kolkata,true
CALL0031585,ACC0027241,2026-05-04 12:27:59,AGT0000214,CMP0000095,INBOUND,VND0000009,NO_ANSWER,384,Asia/Dubai,true
CALL0031586,ACC0006148,2026-05-14 19:05:54,AGT0000194,CMP0000054,OUTBOUND,VND0000015,VOICEMAIL,283,Asia/Kolkata,true
CALL0031587,ACC0010219,2026-06-12 21:59:54,AGT0000463,CMP0000034,OUTBOUND,VND0000011,BUSY,629,Asia/Kolkata,true
CALL0031588,ACC0016828,2026-02-20 21:52:33,AGT0000361,CMP0000086,OUTBOUND,VND0000006,ANSWERED,761,Asia/Dubai,true
CALL0031589,ACC0009423,2026-05-25 23:01:29,AGT0000267,CMP0000114,OUTBOUND,VND0000014,NO_ANSWER,96,Asia/Kolkata,true
CALL0031590,ACC0022690,2026-08-02 18:12:38,AGT0000847,CMP0000086,OUTBOUND,VND0000001,VOICEMAIL,893,UTC,true
CALL0031591,ACC0025024,2026-07-22 16:31:22,AGT0000870,CMP0000090,OUTBOUND,VND0000009,BUSY,10,Asia/Kolkata,true
CALL0031592,ACC0021166,2026-07-04 02:45:36,AGT0000563,CMP0000030,OUTBOUND,VND0000003,ANSWERED,778,Asia/Dubai,true
CALL0031593,ACC0022437,2026-02-28 08:59:42,AGT0000443,CMP0000001,OUTBOUND,VND0000010,ANSWERED,325,UTC,true
CALL0031594,ACC0006708,2026-07-25 08:29:20,AGT0000507,CMP0000111,INBOUND,VND0000009,BUSY,468,Asia/Dubai,true
CALL0031595,ACC0025507,2026-01-10 23:27:41,AGT0000230,CMP0000079,OUTBOUND,VND0000011,FAILED,413,UTC,true
CALL0031596,ACC0010472,2026-04-28 17:18:46,AGT0000525,CMP0000090,OUTBOUND,VND0000014,VOICEMAIL,124,Asia/Kolkata,true
CALL0031597,ACC0011878,2026-05-04 17:00:45,AGT0000237,CMP0000110,OUTBOUND,VND0000010,FAILED,715,Asia/Dubai,true
CALL0031598,ACC0005265,2026-01-21 19:36:23,AGT0000572,CMP0000053,OUTBOUND,VND0000011,ANSWERED,379,UTC,true
CALL0031599,ACC0024996,2026-01-22 08:06:51,AGT0000799,CMP0000034,OUTBOUND,VND0000011,VOICEMAIL,512,Asia/Dubai,true
CALL0031600,ACC0022524,2026-04-06 08:56:50,AGT0000388,CMP0000023,OUTBOUND,VND0000010,BUSY,626,Asia/Dubai,true
CALL0031601,ACC0026190,2026-04-28 16:27:17,AGT0000861,CMP0000036,OUTBOUND,VND0000013,NO_ANSWER,210,Asia/Kolkata,true
CALL0031602,ACC0016434,2026-07-22 05:28:41,AGT0000873,CMP0000041,OUTBOUND,VND0000010,ANSWERED,790,UTC,true
CALL0031603,ACC0001337,2026-04-01 09:58:26,AGT0000581,CMP0000117,OUTBOUND,VND0000007,VOICEMAIL,125,UTC,true
CALL0031604,ACC0005134,2026-03-07 10:47:09,AGT0000548,CMP0000113,OUTBOUND,VND0000011,VOICEMAIL,204,Asia/Dubai,true
CALL0031605,ACC0027219,2026-07-11 23:11:46,AGT0000499,CMP0000067,OUTBOUND,VND0000010,ANSWERED,32,Asia/Kolkata,true
CALL0031606,ACC0016617,2026-02-07 03:12:12,AGT0000318,CMP0000009,OUTBOUND,VND0000012,FAILED,503,Asia/Kolkata,true
CALL0031607,ACC0009556,2026-02-26 04:12:30,AGT0000006,CMP0000034,OUTBOUND,VND0000009,BUSY,499,UTC,true
CALL0031608,ACC0000851,2026-05-14 14:31:26,AGT0000211,CMP0000022,OUTBOUND,VND0000011,BUSY,780,Asia/Kolkata,true
CALL0031609,ACC0014986,2026-01-28 12:39:40,AGT0000159,CMP0000007,OUTBOUND,VND0000005,VOICEMAIL,677,Asia/Dubai,true
CALL0031610,ACC0019576,2026-06-29 12:19:16,AGT0000627,CMP0000053,OUTBOUND,VND0000015,NO_ANSWER,434,Asia/Kolkata,true
CALL0031611,ACC0011524,2026-01-20 11:35:15,AGT0000969,CMP0000067,OUTBOUND,VND0000010,VOICEMAIL,110,Asia/Kolkata,true
CALL0031612,ACC0022540,2026-07-15 08:14:49,AGT0000529,CMP0000080,OUTBOUND,VND0000010,VOICEMAIL,791,Asia/Dubai,true
CALL0031613,ACC0006861,2026-07-27 00:59:01,AGT0000587,CMP0000101,OUTBOUND,VND0000002,BUSY,881,UTC,true
CALL0031614,ACC0013311,2026-03-24 11:06:56,AGT0000656,CMP0000004,OUTBOUND,VND0000011,NO_ANSWER,849,Asia/Dubai,true
CALL0031615,ACC0021340,2026-07-13 08:31:15,AGT0000521,CMP0000038,OUTBOUND,VND0000006,ANSWERED,246,Asia/Kolkata,true
CALL0031616,ACC0022704,2026-07-06 18:07:13,AGT0000492,CMP0000085,OUTBOUND,VND0000003,NO_ANSWER,83,UTC,true
CALL0031617,ACC0012461,2026-05-31 08:52:59,AGT0000100,CMP0000074,OUTBOUND,VND0000006,FAILED,796,Asia/Dubai,true
CALL0031618,ACC0023580,2026-04-26 18:49:29,AGT0000111,CMP0000007,OUTBOUND,VND0000004,NO_ANSWER,304,UTC,true
CALL0031619,ACC0002161,2026-07-23 04:49:40,AGT0000273,CMP0000054,OUTBOUND,VND0000015,ANSWERED,887,Asia/Kolkata,true
CALL0031620,ACC0018643,2026-01-13 05:17:47,AGT0000635,CMP0000061,OUTBOUND,VND0000002,ANSWERED,596,Asia/Dubai,true
CALL0031621,ACC0021593,2026-07-26 16:24:31,AGT0000450,CMP0000120,OUTBOUND,VND0000011,ANSWERED,814,Asia/Dubai,true
CALL0031622,ACC0022588,2026-05-31 12:10:17,AGT0000476,CMP0000112,OUTBOUND,VND0000007,ANSWERED,368,UTC,true
CALL0031623,ACC0023301,2026-07-30 22:15:46,AGT0000768,CMP0000110,OUTBOUND,VND0000004,NO_ANSWER,844,Asia/Dubai,true
CALL0031624,ACC0003143,2026-03-22 10:32:14,AGT0000399,CMP0000012,OUTBOUND,VND0000004,VOICEMAIL,895,UTC,true
CALL0031625,ACC0016308,2026-04-20 14:53:36,AGT0000487,CMP0000109,OUTBOUND,VND0000010,BUSY,871,Asia/Dubai,true
CALL0031626,ACC0029129,2026-07-31 17:27:52,AGT0000906,CMP0000100,INBOUND,VND0000013,BUSY,631,Asia/Dubai,true
CALL0031627,ACC0007278,2026-01-06 13:06:25,AGT0000236,CMP0000057,OUTBOUND,VND0000005,BUSY,101,UTC,true
CALL0031628,ACC0013723,2026-07-26 13:28:44,AGT0000567,CMP0000028,OUTBOUND,VND0000004,BUSY,294,Asia/Dubai,true
CALL0031629,ACC0028502,2026-07-11 14:18:46,AGT0000700,CMP0000046,OUTBOUND,VND0000007,NO_ANSWER,454,UTC,true
CALL0031630,ACC0023872,2026-06-01 18:27:01,AGT0000404,CMP0000120,OUTBOUND,VND0000013,VOICEMAIL,725,Asia/Dubai,true
CALL0031631,ACC0012988,2026-07-04 16:06:14,AGT0000862,CMP0000079,OUTBOUND,VND0000002,BUSY,630,Asia/Dubai,true
CALL0031632,ACC0006804,2026-07-09 06:35:00,AGT0000788,CMP0000023,OUTBOUND,VND0000005,VOICEMAIL,124,UTC,true
CALL0031633,ACC0028651,2026-01-13 11:42:42,AGT0000666,CMP0000120,OUTBOUND,VND0000002,NO_ANSWER,500,Asia/Kolkata,true
CALL0031634,ACC0024399,2026-02-12 23:44:53,AGT0000745,CMP0000072,OUTBOUND,VND0000001,ANSWERED,714,Asia/Dubai,true
CALL0031635,ACC0000277,2026-03-28 02:21:22,AGT0000554,CMP0000045,OUTBOUND,VND0000015,VOICEMAIL,509,UTC,true
CALL0031636,ACC0008296,2026-06-24 03:27:56,AGT0000239,CMP0000088,OUTBOUND,VND0000003,NO_ANSWER,116,Asia/Kolkata,true
CALL0031637,ACC0007451,2026-06-26 15:07:04,AGT0000524,CMP0000058,OUTBOUND,VND0000009,FAILED,481,Asia/Dubai,true
CALL0031638,ACC0029065,2026-04-18 23:04:08,AGT0000241,CMP0000108,INBOUND,VND0000003,BUSY,854,Asia/Dubai,true
CALL0031639,ACC0010190,2026-04-10 17:03:18,AGT0000008,CMP0000045,INBOUND,VND0000003,ANSWERED,456,UTC,true
CALL0031640,ACC0013727,2026-02-21 16:45:55,AGT0000281,CMP0000035,OUTBOUND,VND0000009,BUSY,246,Asia/Dubai,true
CALL0031641,ACC0016742,2026-04-04 20:45:37,AGT0000575,CMP0000099,OUTBOUND,VND0000008,NO_ANSWER,422,UTC,true
CALL0031642,ACC0018913,2026-02-06 00:13:10,AGT0000844,CMP0000017,OUTBOUND,VND0000005,NO_ANSWER,25,Asia/Kolkata,true
CALL0031643,ACC0027753,2026-08-04 12:06:47,AGT0000656,CMP0000048,INBOUND,VND0000011,ANSWERED,663,Asia/Dubai,true
CALL0031644,ACC0009361,2026-05-04 16:19:15,AGT0000548,CMP0000066,OUTBOUND,VND0000015,ANSWERED,363,Asia/Kolkata,true
CALL0031645,ACC0003741,2026-07-04 18:28:40,AGT0000499,CMP0000048,OUTBOUND,VND0000007,BUSY,390,Asia/Dubai,true
CALL0031646,ACC0008963,2026-05-24 17:46:34,AGT0000217,CMP0000106,OUTBOUND,VND0000001,FAILED,632,Asia/Kolkata,true
CALL0031647,ACC0024584,2026-06-27 02:09:49,AGT0000039,CMP0000051,OUTBOUND,VND0000009,ANSWERED,508,Asia/Kolkata,true
CALL0031648,ACC0023827,2026-04-23 15:47:25,AGT0000725,CMP0000077,OUTBOUND,VND0000004,ANSWERED,869,Asia/Dubai,true
CALL0031649,ACC0014934,2026-02-06 11:54:39,AGT0000762,CMP0000021,OUTBOUND,VND0000001,NO_ANSWER,414,Asia/Dubai,true
CALL0031650,ACC0023603,2026-05-04 18:53:49,AGT0000008,CMP0000040,INBOUND,VND0000009,FAILED,533,Asia/Dubai,true
CALL0031651,ACC0010597,2026-07-28 20:27:51,AGT0000190,CMP0000017,OUTBOUND,VND0000005,ANSWERED,511,Asia/Kolkata,true
CALL0031652,ACC0013888,2026-03-26 08:15:31,AGT0000624,CMP0000056,OUTBOUND,VND0000006,NO_ANSWER,701,Asia/Dubai,true
CALL0031653,ACC0011878,2026-05-21 13:13:23,,CMP0000062,OUTBOUND,VND0000010,NO_ANSWER,876,Asia/Dubai,true
CALL0031654,ACC0018924,2026-02-09 05:06:52,AGT0000479,CMP0000061,OUTBOUND,VND0000015,BUSY,235,UTC,true
CALL0031655,ACC0002570,2026-01-30 05:33:33,AGT0000586,CMP0000035,OUTBOUND,VND0000011,BUSY,776,UTC,true
CALL0031656,ACC0013503,2026-03-16 22:36:12,AGT0000260,CMP0000113,OUTBOUND,VND0000007,NO_ANSWER,895,UTC,true
CALL0031657,ACC0004763,2026-04-22 13:59:32,AGT0000588,CMP0000037,OUTBOUND,VND0000010,FAILED,329,UTC,true
CALL0031658,ACC0021790,2026-02-15 04:57:08,AGT0000030,CMP0000027,OUTBOUND,VND0000001,VOICEMAIL,773,Asia/Dubai,true
CALL0031659,ACC0016813,2026-02-19 23:59:38,AGT0000862,CMP0000108,INBOUND,VND0000001,ANSWERED,527,Asia/Dubai,true
CALL0031660,ACC0011946,2026-08-06 06:39:36,AGT0000031,CMP0000059,OUTBOUND,VND0000011,FAILED,424,UTC,true
CALL0031661,ACC0013457,2026-04-09 23:56:28,AGT0000229,CMP0000045,INBOUND,VND0000003,BUSY,437,Asia/Kolkata,true
CALL0031662,ACC0023849,2026-07-03 22:34:07,AGT0000401,CMP0000110,OUTBOUND,VND0000012,BUSY,190,UTC,true
CALL0031663,ACC0012667,2026-06-06 01:08:17,AGT0000826,CMP0000059,OUTBOUND,VND0000009,ANSWERED,745,Asia/Dubai,true
CALL0031664,ACC0021364,2026-03-11 08:57:55,AGT0000440,CMP0000020,OUTBOUND,VND0000009,ANSWERED,198,Asia/Dubai,true
